name,url,title
Amiga E,http://en.wikipedia.org/wiki/Amiga_E,Amiga_E
AMOS,http://en.wikipedia.org/wiki/AMOS_(programming_language),AMOS_(programming_language)
AMPL,http://en.wikipedia.org/wiki/AMPL,AMPL
APL,http://en.wikipedia.org/wiki/APL_(programming_language),APL_(programming_language)
App Inventor for Android's visual block language,http://en.wikipedia.org/wiki/App_Inventor_for_Android_(programming_language),App_Inventor_for_Android_(programming_language)
AppleScript,http://en.wikipedia.org/wiki/AppleScript,AppleScript
Arc,http://en.wikipedia.org/wiki/Arc_(programming_language),Arc_(programming_language)
ARexx,http://en.wikipedia.org/wiki/ARexx,ARexx
Argus,http://en.wikipedia.org/wiki/Argus_(programming_language),Argus_(programming_language)
AspectJ,http://en.wikipedia.org/wiki/AspectJ,AspectJ
Assembly language,http://en.wikipedia.org/wiki/Assembly_language,Assembly_language
ATS,http://en.wikipedia.org/wiki/ATS_(programming_language),ATS_(programming_language)
Ateji PX,http://en.wikipedia.org/wiki/Ateji_PX,Ateji_PX
AutoHotkey,http://en.wikipedia.org/wiki/AutoHotkey,AutoHotkey
Autocoder,http://en.wikipedia.org/wiki/Autocoder,Autocoder
AutoIt,http://en.wikipedia.org/wiki/AutoIt,AutoIt
AutoLISP / Visual LISP,http://en.wikipedia.org/wiki/AutoLISP,AutoLISP
Averest,http://en.wikipedia.org/wiki/Averest,Averest
AWK,http://en.wikipedia.org/wiki/AWK,AWK
Axum,http://en.wikipedia.org/wiki/Axum_(programming_language),Axum_(programming_language)
B,http://en.wikipedia.org/wiki/B_(programming_language),B_(programming_language)
Babbage,http://en.wikipedia.org/wiki/Babbage_(programming_language),Babbage_(programming_language)
Bash,http://en.wikipedia.org/wiki/Bash_(Unix_shell),Bash_(Unix_shell)
BASIC,http://en.wikipedia.org/wiki/BASIC,BASIC
bc,http://en.wikipedia.org/wiki/Bc_(programming_language),Bc_(programming_language)
BCPL,http://en.wikipedia.org/wiki/BCPL,BCPL
BeanShell,http://en.wikipedia.org/wiki/BeanShell,BeanShell
Batch (Windows/Dos),http://en.wikipedia.org/wiki/Batch_file,Batch_file
Bertrand,http://en.wikipedia.org/wiki/Bertrand_(programming_language),Bertrand_(programming_language)
BETA,http://en.wikipedia.org/wiki/BETA_(programming_language),BETA_(programming_language)
Bigwig,http://en.wikipedia.org/wiki/Bigwig_(programming_language),Bigwig_(programming_language)
Bistro,http://en.wikipedia.org/wiki/Bistro_(programming_language),Bistro_(programming_language)
BitC,http://en.wikipedia.org/wiki/BitC,BitC
BLISS,http://en.wikipedia.org/wiki/BLISS_(programming_language),BLISS_(programming_language)
Blue,http://en.wikipedia.org/wiki/Blue_(programming_language),Blue_(programming_language)
Bon,http://en.wikipedia.org/wiki/Bon_(programming_language),Bon_(programming_language)
Boo,http://en.wikipedia.org/wiki/Boo_(programming_language),Boo_(programming_language)
Boomerang,http://en.wikipedia.org/wiki/Boomerang_(programming_language),Boomerang_(programming_language)
Bourne shell,http://en.wikipedia.org/wiki/Bourne_shell,Bourne_shell
bash,http://en.wikipedia.org/wiki/Bash_(Unix_shell),Bash_(Unix_shell)
ksh,http://en.wikipedia.org/wiki/Korn_shell,Korn_shell
BREW,http://en.wikipedia.org/wiki/Qualcomm_Brew,Qualcomm_Brew
BPEL,http://en.wikipedia.org/wiki/Business_Process_Execution_Language,Business_Process_Execution_Language
C,http://en.wikipedia.org/wiki/C_(programming_language),C_(programming_language)
C--,http://en.wikipedia.org/wiki/C--,C--
C++,http://en.wikipedia.org/wiki/C%2B%2B,C++
C#,http://en.wikipedia.org/wiki/C_Sharp_(programming_language),C_Sharp_(programming_language)
C/AL,http://en.wikipedia.org/wiki/C/AL,AL
Caché ObjectScript,http://en.wikipedia.org/wiki/Cach%C3%A9_ObjectScript,Caché_ObjectScript
C Shell,http://en.wikipedia.org/wiki/C_Shell,C_Shell
Caml,http://en.wikipedia.org/wiki/Caml,Caml
Candle,http://en.wikipedia.org/wiki/Candle_(programming_language),Candle_(programming_language)
Cayenne,http://en.wikipedia.org/wiki/Cayenne_(programming_language),Cayenne_(programming_language)
CDuce,http://en.wikipedia.org/wiki/CDuce,CDuce
Cecil,http://en.wikipedia.org/wiki/Cecil_(programming_language),Cecil_(programming_language)
Cel,http://en.wikipedia.org/wiki/Cel_(programming_language),Cel_(programming_language)
Cesil,http://en.wikipedia.org/wiki/Cesil,Cesil
Ceylon,http://en.wikipedia.org/wiki/Ceylon_(programming_language),Ceylon_(programming_language)
CFEngine,http://en.wikipedia.org/wiki/CFEngine,CFEngine
CFML,http://en.wikipedia.org/wiki/ColdFusion_Markup_Language,ColdFusion_Markup_Language
Cg,http://en.wikipedia.org/wiki/Cg_(programming_language),Cg_(programming_language)
Ch,http://en.wikipedia.org/wiki/Ch_(computer_programming),Ch_(computer_programming)
Chapel,http://en.wikipedia.org/wiki/Chapel_(programming_language),Chapel_(programming_language)
CHAIN,http://en.wikipedia.org/wiki/CHAIN_(programming_language),CHAIN_(programming_language)
Charity,http://en.wikipedia.org/wiki/Charity_(programming_language),Charity_(programming_language)
Charm,http://en.wikipedia.org/wiki/Charm_(language),Charm_(language)
Chef,http://en.wikipedia.org/wiki/Chef_(programming_language),Chef_(programming_language)
CHILL,http://en.wikipedia.org/wiki/CHILL,CHILL
CHIP-8,http://en.wikipedia.org/wiki/CHIP-8,CHIP-8
chomski,http://en.wikipedia.org/wiki/Chomski,Chomski
ChucK,http://en.wikipedia.org/wiki/ChucK,ChucK
CICS,http://en.wikipedia.org/wiki/CICS,CICS
Cilk,http://en.wikipedia.org/wiki/Cilk,Cilk
CL,http://en.wikipedia.org/wiki/AS/400_Control_Language,400_Control_Language
Claire,http://en.wikipedia.org/wiki/Claire_(programming_language),Claire_(programming_language)
Clarion,http://en.wikipedia.org/wiki/Clarion_(programming_language),Clarion_(programming_language)
Clean,http://en.wikipedia.org/wiki/Clean_(programming_language),Clean_(programming_language)
Clipper,http://en.wikipedia.org/wiki/Clipper_(programming_language),Clipper_(programming_language)
CLIST,http://en.wikipedia.org/wiki/CLIST,CLIST
Clojure,http://en.wikipedia.org/wiki/Clojure,Clojure
CLU,http://en.wikipedia.org/wiki/CLU_(programming_language),CLU_(programming_language)
CMS-2,http://en.wikipedia.org/wiki/CMS-2_(programming_language),CMS-2_(programming_language)
COBOL,http://en.wikipedia.org/wiki/COBOL,COBOL
Cobra,http://en.wikipedia.org/wiki/Cobra_(programming_language),Cobra_(programming_language)
CODE,http://en.wikipedia.org/wiki/CODE_(programming_language),CODE_(programming_language)
CoffeeScript,http://en.wikipedia.org/wiki/CoffeeScript,CoffeeScript
Cola,http://en.wikipedia.org/wiki/Cola_(programming_language),Cola_(programming_language)
ColdC,http://en.wikipedia.org/wiki/ColdC,ColdC
ColdFusion,http://en.wikipedia.org/wiki/ColdFusion,ColdFusion
COMAL,http://en.wikipedia.org/wiki/COMAL,COMAL
Combined Programming Language,http://en.wikipedia.org/wiki/Combined_Programming_Language,Combined_Programming_Language
COMIT,http://en.wikipedia.org/wiki/COMIT,COMIT
Common Intermediate Language,http://en.wikipedia.org/wiki/Common_Intermediate_Language,Common_Intermediate_Language
Common Lisp,http://en.wikipedia.org/wiki/Common_Lisp,Common_Lisp
COMPASS,http://en.wikipedia.org/wiki/COMPASS,COMPASS
Component Pascal,http://en.wikipedia.org/wiki/Component_Pascal,Component_Pascal
Constraint Handling Rules,http://en.wikipedia.org/wiki/Constraint_Handling_Rules,Constraint_Handling_Rules
Converge,http://en.wikipedia.org/wiki/Converge_(programming_language),Converge_(programming_language)
Cool,http://en.wikipedia.org/wiki/Cool_(programming_language),Cool_(programming_language)
Coq,http://en.wikipedia.org/wiki/Coq,Coq
Coral 66,http://en.wikipedia.org/wiki/Coral_66,Coral_66
Corn,http://en.wikipedia.org/wiki/Corn_(emulator),Corn_(emulator)
CorVision,http://en.wikipedia.org/wiki/CorVision,CorVision
COWSEL,http://en.wikipedia.org/wiki/COWSEL,COWSEL
CPL,http://en.wikipedia.org/wiki/Combined_Programming_Language,Combined_Programming_Language
csh,http://en.wikipedia.org/wiki/C_shell,C_shell
CSP,http://en.wikipedia.org/wiki/Communicating_sequential_processes,Communicating_sequential_processes
Csound,http://en.wikipedia.org/wiki/Csound,Csound
CUDA,http://en.wikipedia.org/wiki/CUDA,CUDA
Curl,http://en.wikipedia.org/wiki/Curl_(programming_language),Curl_(programming_language)
Curry,http://en.wikipedia.org/wiki/Curry_(programming_language),Curry_(programming_language)
Cyclone,http://en.wikipedia.org/wiki/Cyclone_(programming_language),Cyclone_(programming_language)
Cython,http://en.wikipedia.org/wiki/Cython,Cython
D,http://en.wikipedia.org/wiki/D_(programming_language),D_(programming_language)
DASL,http://en.wikipedia.org/wiki/Datapoint%27s_Advanced_Systems_Language,Datapoint's_Advanced_Systems_Language
DASL,http://en.wikipedia.org/wiki/Distributed_Application_Specification_Language,Distributed_Application_Specification_Language
Dart,http://en.wikipedia.org/wiki/Dart_(programming_language),Dart_(programming_language)
DataFlex,http://en.wikipedia.org/wiki/DataFlex,DataFlex
Datalog,http://en.wikipedia.org/wiki/Datalog,Datalog
DATATRIEVE,http://en.wikipedia.org/wiki/DATATRIEVE,DATATRIEVE
dBase,http://en.wikipedia.org/wiki/DBase,DBase
dc,http://en.wikipedia.org/wiki/Dc_(computer_program),Dc_(computer_program)
DCL,http://en.wikipedia.org/wiki/DIGITAL_Command_Language,DIGITAL_Command_Language
Deesel,http://en.wikipedia.org/wiki/Deesel,Deesel
Delphi,http://en.wikipedia.org/wiki/Delphi_(programming_language),Delphi_(programming_language)
DCL,http://en.wikipedia.org/wiki/DIGITAL_Command_Language,DIGITAL_Command_Language
DinkC,http://en.wikipedia.org/wiki/Dink_Smallwood#Modification,Dink_Smallwood
DIBOL,http://en.wikipedia.org/wiki/DIBOL,DIBOL
Dog,http://en.wikipedia.org/wiki/Sepandar_Kamvar#.22Dog.22_programming_language,Sepandar_Kamvar
Draco,http://en.wikipedia.org/wiki/Draco_(programming_language),Draco_(programming_language)
DRAKON,http://en.wikipedia.org/wiki/DRAKON,DRAKON
Dylan,http://en.wikipedia.org/wiki/Dylan_(programming_language),Dylan_(programming_language)
DYNAMO,http://en.wikipedia.org/wiki/DYNAMO_(programming_language),DYNAMO_(programming_language)
E,http://en.wikipedia.org/wiki/E_(programming_language),E_(programming_language)
E#,http://en.wikipedia.org/wiki/E_Sharp_(programming_language),E_Sharp_(programming_language)
Ease,http://en.wikipedia.org/wiki/Ease_(programming_language),Ease_(programming_language)
Easy PL/I,http://en.wikipedia.org/wiki/PL/I,I
Easy Programming Language,http://en.wikipedia.org/wiki/Easy_Programming_Language,Easy_Programming_Language
EASYTRIEVE PLUS,http://en.wikipedia.org/wiki/Easytrieve,Easytrieve
ECMAScript,http://en.wikipedia.org/wiki/ECMAScript,ECMAScript
Edinburgh IMP,http://en.wikipedia.org/wiki/Edinburgh_IMP,Edinburgh_IMP
EGL,http://en.wikipedia.org/wiki/EGL_(programming_language),EGL_(programming_language)
Eiffel,http://en.wikipedia.org/wiki/Eiffel_(programming_language),Eiffel_(programming_language)
ELAN,http://en.wikipedia.org/wiki/ELAN_(programming_language),ELAN_(programming_language)
Elixir,http://en.wikipedia.org/wiki/Elixir_(programming_language),Elixir_(programming_language)
Elm,http://en.wikipedia.org/wiki/Elm_(programming_language),Elm_(programming_language)
Emacs Lisp,http://en.wikipedia.org/wiki/Emacs_Lisp,Emacs_Lisp
Emerald,http://en.wikipedia.org/wiki/Emerald_(programming_language),Emerald_(programming_language)
Epigram,http://en.wikipedia.org/wiki/Epigram_(programming_language),Epigram_(programming_language)
EPL,http://en.wikipedia.org/wiki/Easy_Programming_Language,Easy_Programming_Language
Erlang,http://en.wikipedia.org/wiki/Erlang_(programming_language),Erlang_(programming_language)
es,http://en.wikipedia.org/wiki/Es_(Unix_shell),Es_(Unix_shell)
Escapade,http://en.wikipedia.org/wiki/Escapade_(programming_language),Escapade_(programming_language)
Escher,http://en.wikipedia.org/wiki/Escher_(programming_language),Escher_(programming_language)
ESPOL,http://en.wikipedia.org/wiki/Executive_Systems_Problem_Oriented_Language,Executive_Systems_Problem_Oriented_Language
Esterel,http://en.wikipedia.org/wiki/Esterel,Esterel
Etoys,http://en.wikipedia.org/wiki/Etoys_(programming_language),Etoys_(programming_language)
Euclid,http://en.wikipedia.org/wiki/Euclid_(programming_language),Euclid_(programming_language)
Euler,http://en.wikipedia.org/wiki/Euler_(programming_language),Euler_(programming_language)
Euphoria,http://en.wikipedia.org/wiki/Euphoria_(programming_language),Euphoria_(programming_language)
EusLisp Robot Programming Language,http://en.wikipedia.org/wiki/EusLisp_Robot_Programming_Language,EusLisp_Robot_Programming_Language
CMS EXEC,http://en.wikipedia.org/wiki/CMS_EXEC,CMS_EXEC
EXEC 2,http://en.wikipedia.org/wiki/EXEC_2,EXEC_2
Executable UML,http://en.wikipedia.org/wiki/Executable_UML,Executable_UML
F,http://en.wikipedia.org/wiki/F_(programming_language),F_(programming_language)
F#,http://en.wikipedia.org/wiki/F_Sharp_(programming_language),F_Sharp_(programming_language)
Factor,http://en.wikipedia.org/wiki/Factor_(programming_language),Factor_(programming_language)
Falcon,http://en.wikipedia.org/wiki/Falcon_(programming_language),Falcon_(programming_language)
Fancy,http://en.wikipedia.org/wiki/Fancy_(programming_language),Fancy_(programming_language)
Fantom,http://en.wikipedia.org/wiki/Fantom_(programming_language),Fantom_(programming_language)
FAUST,http://en.wikipedia.org/wiki/FAUST_(programming_language),FAUST_(programming_language)
Felix,http://en.wikipedia.org/wiki/Felix_(programming_language),Felix_(programming_language)
Ferite,http://en.wikipedia.org/wiki/Ferite,Ferite
FFP,http://en.wikipedia.org/wiki/FFP_(programming_language),FFP_(programming_language)
Fjölnir,http://en.wikipedia.org/wiki/Fj%C3%B6lnir_(programming_language),Fjölnir_(programming_language)
FL,http://en.wikipedia.org/wiki/FL_(programming_language),FL_(programming_language)
Flavors,http://en.wikipedia.org/wiki/Flavors_(programming_language),Flavors_(programming_language)
Flex,http://en.wikipedia.org/wiki/Flex_(programming_language),Flex_(programming_language)
FLOW-MATIC,http://en.wikipedia.org/wiki/FLOW-MATIC,FLOW-MATIC
FOCAL,http://en.wikipedia.org/wiki/FOCAL_(programming_language),FOCAL_(programming_language)
FOCUS,http://en.wikipedia.org/wiki/FOCUS,FOCUS
FOIL,http://en.wikipedia.org/wiki/FOIL_(programming_language),FOIL_(programming_language)
FORMAC,http://en.wikipedia.org/wiki/FORMAC_(programming_language),FORMAC_(programming_language)
@Formula,http://en.wikipedia.org/wiki/Formula_language,Formula_language
Forth,http://en.wikipedia.org/wiki/Forth_(programming_language),Forth_(programming_language)
Fortran,http://en.wikipedia.org/wiki/Fortran,Fortran
Fortress,http://en.wikipedia.org/wiki/Fortress_(programming_language),Fortress_(programming_language)
FoxBase,http://en.wikipedia.org/wiki/FoxBase,FoxBase
FoxPro,http://en.wikipedia.org/wiki/FoxPro_(disambiguation),FoxPro_(disambiguation)
FP,http://en.wikipedia.org/wiki/FP_(programming_language),FP_(programming_language)
FPr,http://en.wikipedia.org/wiki/FPr_(programming_language),FPr_(programming_language)
Franz Lisp,http://en.wikipedia.org/wiki/Franz_Lisp,Franz_Lisp
F-Script,http://en.wikipedia.org/wiki/F-Script_(programming_language),F-Script_(programming_language)
FSProg,http://fr.wikipedia.org/wiki/FSProg,FSProg
G,http://en.wikipedia.org/wiki/G_(programming_language),G_(programming_language)
Google Apps Script,http://en.wikipedia.org/wiki/Google_Apps_Script,Google_Apps_Script
Game Maker Language,http://en.wikipedia.org/wiki/GameMaker:_Studio,GameMaker:_Studio
GameMonkey Script,http://en.wikipedia.org/wiki/GameMonkey_Script,GameMonkey_Script
GAMS,http://en.wikipedia.org/wiki/General_Algebraic_Modeling_System,General_Algebraic_Modeling_System
GAP,http://en.wikipedia.org/wiki/GAP_computer_algebra_system,GAP_computer_algebra_system
G-code,http://en.wikipedia.org/wiki/G-code,G-code
Genie,http://en.wikipedia.org/wiki/Genie_(programming_language),Genie_(programming_language)
GDL,http://en.wikipedia.org/wiki/Geometric_Description_Language,Geometric_Description_Language
Gibiane,http://en.wikipedia.org/wiki/Gibiane,Gibiane
GJ,http://en.wikipedia.org/wiki/Generic_Java,Generic_Java
GEORGE,http://en.wikipedia.org/wiki/GEORGE_(programming_language),GEORGE_(programming_language)
GLSL,http://en.wikipedia.org/wiki/GLSL,GLSL
GNU E,http://en.wikipedia.org/wiki/GNU_E,GNU_E
GM,http://en.wikipedia.org/wiki/Golden_master,Golden_master
Go,http://en.wikipedia.org/wiki/Go_(programming_language),Go_(programming_language)
Go!,http://en.wikipedia.org/wiki/Go!_(programming_language),Go!_(programming_language)
GOAL,http://en.wikipedia.org/wiki/Game_Oriented_Assembly_Lisp,Game_Oriented_Assembly_Lisp
Gödel,http://en.wikipedia.org/wiki/G%C3%B6del_(programming_language),Gödel_(programming_language)
Godiva,http://en.wikipedia.org/wiki/Godiva_(programming_language),Godiva_(programming_language)
GOM (Good Old Mad),http://en.wikipedia.org/wiki/MAD_(programming_language),MAD_(programming_language)
Goo,http://en.wikipedia.org/wiki/Goo_(programming_language),Goo_(programming_language)
Gosu,http://en.wikipedia.org/wiki/Gosu_(programming_language),Gosu_(programming_language)
GOTRAN,http://en.wikipedia.org/wiki/IBM_1620#GOTRAN,IBM_1620
GPSS,http://en.wikipedia.org/wiki/GPSS,GPSS
GraphTalk,http://en.wikipedia.org/wiki/Computer_Sciences_Corporation,Computer_Sciences_Corporation
GRASS,http://en.wikipedia.org/wiki/GRASS_(programming_language),GRASS_(programming_language)
Groovy,http://en.wikipedia.org/wiki/Groovy_(programming_language),Groovy_(programming_language)
Hack (programming language),http://en.wikipedia.org/wiki/Hack_(programming_language),Hack_(programming_language)
HAL/S,http://en.wikipedia.org/wiki/HAL/S,S
Hamilton C shell,http://en.wikipedia.org/wiki/Hamilton_C_shell,Hamilton_C_shell
Harbour,http://en.wikipedia.org/wiki/Harbour_(software),Harbour_(software)
Hartmann pipelines,http://en.wikipedia.org/wiki/Hartmann_pipeline,Hartmann_pipeline
Haskell,http://en.wikipedia.org/wiki/Haskell_(programming_language),Haskell_(programming_language)
Haxe,http://en.wikipedia.org/wiki/Haxe,Haxe
High Level Assembly,http://en.wikipedia.org/wiki/High_Level_Assembly,High_Level_Assembly
HLSL,http://en.wikipedia.org/wiki/High_Level_Shader_Language,High_Level_Shader_Language
Hop,http://en.wikipedia.org/wiki/Hop_(software),Hop_(software)
Hope,http://en.wikipedia.org/wiki/Hope_(programming_language),Hope_(programming_language)
Hugo,http://en.wikipedia.org/wiki/Hugo_(programming_language),Hugo_(programming_language)
Hume,http://en.wikipedia.org/wiki/Hume_(language),Hume_(language)
HyperTalk,http://en.wikipedia.org/wiki/HyperTalk,HyperTalk
IBM Basic assembly language,http://en.wikipedia.org/wiki/IBM_Basic_assembly_language,IBM_Basic_assembly_language
IBM HAScript,http://en.wikipedia.org/wiki/IBM_HAScript,IBM_HAScript
IBM Informix-4GL,http://en.wikipedia.org/wiki/IBM_Informix-4GL,IBM_Informix-4GL
IBM RPG,http://en.wikipedia.org/wiki/IBM_RPG,IBM_RPG
ICI,http://en.wikipedia.org/wiki/ICI_(programming_language),ICI_(programming_language)
Icon,http://en.wikipedia.org/wiki/Icon_(programming_language),Icon_(programming_language)
Id,http://en.wikipedia.org/wiki/Id_(programming_language),Id_(programming_language)
IDL,http://en.wikipedia.org/wiki/IDL_(programming_language),IDL_(programming_language)
Idris,http://en.wikipedia.org/wiki/Idris_(programming_language),Idris_(programming_language)
IMP,http://en.wikipedia.org/wiki/IMP_(programming_language),IMP_(programming_language)
Inform,http://en.wikipedia.org/wiki/Inform,Inform
Io,http://en.wikipedia.org/wiki/Io_(programming_language),Io_(programming_language)
Ioke,http://en.wikipedia.org/wiki/Ioke_(programming_language),Ioke_(programming_language)
IPL,http://en.wikipedia.org/wiki/Information_Processing_Language,Information_Processing_Language
IPTSCRAE,http://en.wikipedia.org/wiki/IPTSCRAE,IPTSCRAE
ISLISP,http://en.wikipedia.org/wiki/ISLISP,ISLISP
ISPF,http://en.wikipedia.org/wiki/ISPF,ISPF
ISWIM,http://en.wikipedia.org/wiki/ISWIM,ISWIM
J,http://en.wikipedia.org/wiki/J_(programming_language),J_(programming_language)
J#,http://en.wikipedia.org/wiki/J_Sharp,J_Sharp
J++,http://en.wikipedia.org/wiki/Visual_J%2B%2B,Visual_J++
JADE,http://en.wikipedia.org/wiki/JADE_(programming_language),JADE_(programming_language)
Jako,http://en.wikipedia.org/wiki/Jako_(programming_language),Jako_(programming_language)
JAL,http://en.wikipedia.org/wiki/JAL_(compiler),JAL_(compiler)
Janus,http://en.wikipedia.org/wiki/Janus_(programming_language),Janus_(programming_language)
JASS,http://en.wikipedia.org/wiki/JASS,JASS
Java,http://en.wikipedia.org/wiki/Java_(programming_language),Java_(programming_language)
JavaScript,http://en.wikipedia.org/wiki/JavaScript,JavaScript
JCL,http://en.wikipedia.org/wiki/Job_Control_Language,Job_Control_Language
JEAN,http://en.wikipedia.org/wiki/JEAN,JEAN
Join Java,http://en.wikipedia.org/wiki/Join_Java,Join_Java
JOSS,http://en.wikipedia.org/wiki/JOSS,JOSS
Joule,http://en.wikipedia.org/wiki/Joule_(programming_language),Joule_(programming_language)
JOVIAL,http://en.wikipedia.org/wiki/JOVIAL,JOVIAL
Joy,http://en.wikipedia.org/wiki/Joy_(programming_language),Joy_(programming_language)
JScript,http://en.wikipedia.org/wiki/JScript,JScript
JScript .NET,http://en.wikipedia.org/wiki/JScript_.NET,JScript_.NET
JavaFX Script,http://en.wikipedia.org/wiki/JavaFX_Script,JavaFX_Script
Julia,http://en.wikipedia.org/wiki/Julia_(programming_language),Julia_(programming_language)
Jython,http://en.wikipedia.org/wiki/Jython,Jython
K,http://en.wikipedia.org/wiki/K_(programming_language),K_(programming_language)
Kaleidoscope,http://en.wikipedia.org/wiki/Kaleidoscope_(programming_language),Kaleidoscope_(programming_language)
Karel,http://en.wikipedia.org/wiki/Karel_(programming_language),Karel_(programming_language)
Karel++,http://en.wikipedia.org/wiki/Karel%2B%2B,Karel++
KEE,http://en.wikipedia.org/wiki/IntelliCorp_(Software),IntelliCorp_(Software)
Kixtart,http://en.wikipedia.org/wiki/KiXtart,KiXtart
KIF,http://en.wikipedia.org/wiki/Knowledge_Interchange_Format,Knowledge_Interchange_Format
Kojo,http://en.wikipedia.org/wiki/Kojo_(programming_language),Kojo_(programming_language)
Kotlin,http://en.wikipedia.org/wiki/Kotlin_(programming_language),Kotlin_(programming_language)
KRC,http://en.wikipedia.org/wiki/Kent_Recursive_Calculator,Kent_Recursive_Calculator
KRL,http://en.wikipedia.org/wiki/KRL_(programming_language),KRL_(programming_language)
KUKA,http://en.wikipedia.org/wiki/KUKA,KUKA
KRYPTON,http://en.wikipedia.org/wiki/KRYPTON,KRYPTON
ksh,http://en.wikipedia.org/wiki/Korn_shell,Korn_shell
L,http://en.wikipedia.org/wiki/L_(programming_language),L_(programming_language)
L# .NET,http://en.wikipedia.org/wiki/L_Sharp,L_Sharp
LabVIEW,http://en.wikipedia.org/wiki/LabVIEW,LabVIEW
Ladder,http://en.wikipedia.org/wiki/Ladder_logic,Ladder_logic
Lagoona,http://en.wikipedia.org/wiki/Lagoona_(programming_language),Lagoona_(programming_language)
LANSA,http://en.wikipedia.org/wiki/LANSA_(development_environment),LANSA_(development_environment)
Lasso,http://en.wikipedia.org/wiki/Lasso_(programming_language),Lasso_(programming_language)
LaTeX,http://en.wikipedia.org/wiki/LaTeX,LaTeX
Lava,http://en.wikipedia.org/wiki/Lava_(programming_language),Lava_(programming_language)
LC-3,http://en.wikipedia.org/wiki/LC-3,LC-3
Leda,http://en.wikipedia.org/wiki/Leda_(programming_language),Leda_(programming_language)
Legoscript,http://en.wikipedia.org/wiki/Lego_Mindstorms,Lego_Mindstorms
LIL,http://en.wikipedia.org/wiki/Little_Implementation_Language,Little_Implementation_Language
LilyPond,http://en.wikipedia.org/wiki/LilyPond,LilyPond
Limbo,http://en.wikipedia.org/wiki/Limbo_(programming_language),Limbo_(programming_language)
Limnor,http://en.wikipedia.org/wiki/Limnor,Limnor
LINC,http://en.wikipedia.org/wiki/LINC,LINC
Lingo,http://en.wikipedia.org/wiki/Lingo_(programming_language),Lingo_(programming_language)
Linoleum,http://en.wikipedia.org/wiki/Linoleum_(programming_language),Linoleum_(programming_language)
LIS,http://en.wikipedia.org/wiki/LIS_(programming_language),LIS_(programming_language)
LISA,http://en.wikipedia.org/wiki/Language_for_Instruction_Set_Architecture,Language_for_Instruction_Set_Architecture
Lisaac,http://en.wikipedia.org/wiki/Lisaac,Lisaac
Lisp,http://en.wikipedia.org/wiki/Lisp_(programming_language),Lisp_(programming_language)
Lite-C,http://en.wikipedia.org/wiki/Lite-C,Lite-C
Lithe,http://en.wikipedia.org/wiki/Lithe_(programming_language),Lithe_(programming_language)
Little b,http://en.wikipedia.org/wiki/Little_b_(programming_language),Little_b_(programming_language)
Logo,http://en.wikipedia.org/wiki/Logo_(programming_language),Logo_(programming_language)
